Bill No.,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Introduction Proper,Date of Passing in Lok Sabha,Date of Passing in Lok Sabha Proper,Date of Passing in Rajya Sabha,Date of Passing in Rajya Sabha Proper,Diff RS-LS,Diff RS-LS Cleaned,Date of Assent,Date of Assent Proper,Diff Ass-LS,Diff Ass-LS Clean,Act No.,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
8,1977,"The Nagaland Appropriation (Vote on Account) Bill, 1977                                                                                                                                                 ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,7,Money Bill,Passed                        ,NA,NA,NA
9,1977,"The Nagaland Appropriation Bill, 1977                                                                                                                                                                   ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,8,Money Bill,Passed                        ,NA,NA,NA
10,1977,"The Pondicherry Appropriation  (Vote on Account) Bill, 1977                                                                                                                                             ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,9,Money Bill,Passed                        ,NA,NA,NA
11,1977,"The Pondichery Appropriaiton Bill, 1977                                                                                                                                                                 ",NA,30-03-1977,3/30/1977,30-03-1977,3/30/1977,31-03-1977,3/31/1977,1,1,31-03-1977,3/31/1977,1,1,10,Money Bill,Passed                        ,NA,NA,NA
12,1977,"The Caltex [Acquisition of Shares of Caltex Oil Refining (India) Limited and of the Undertakings in India of Caletex  (India) Limited ] Bill, 1977.                                                     ",PETROLEUM  AND  NATURAL  GAS,1/4/1977,1/4/1977,6/4/1977,6/4/1977,9/4/1977,9/4/1977,92,92,23-04-1977,4/23/1977,-42,0,17,Financial Bill,Passed                        ,NA,NA,NA
13,1977,"The Petroleum Pipelines (Acquistion of Rights of User in Land) Amendment Bill, 1977.                                                                                                                    ",NA,4/4/1977,4/4/1977,6/4/1977,6/4/1977,11/4/1977,11/4/1977,153,153,18-04-1977,4/18/1977,-47,0,13,Financial Bill,Passed                        ,NA,NA,NA
14,1977,"The East Punjab Urban Rent Restriction (Chandigarh Amendment) Bill, 1977.                                                                                                                               ",HOME AFFAIRS,4/4/1977,4/4/1977,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Lapsed                        ,NA,NA,NA
15,1977,"The Presentation of Publication of Objectional Matter (Repeal) Bill, 1977.                                                                                                                              ",INFORMATION AND BROADCASTING,4/4/1977,4/4/1977,6/4/1977,6/4/1977,9/4/1977,9/4/1977,92,92,18-04-1977,4/18/1977,-47,0,14,Ordinary Bill,Passed                        ,NA,NA,NA
16,1977,"The Parliamentary Proceedings (Protection of Publication) Bill, 1977                                                                                                                                    ",INFORMATION AND BROADCASTING,4/4/1977,4/4/1977,7/4/1977,7/4/1977,9/4/1977,9/4/1977,62,62,18-04-1977,4/18/1977,-77,0,15,Ordinary Bill,Passed                        ,NA,NA,NA
17,1977,"The Government of Union Territories (Amendment) Bill, 1977                                                                                                                                              ",HOME AFFAIRS,5/4/1977,5/4/1977,7/4/1977,7/4/1977,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Passed                        ,NA,NA,NA
18,1977,"The Delhi Administration (Amendment) Bill, 1977                                                                                                                                                         ",HOME AFFAIRS,5/4/1977,5/4/1977,7/4/1977,7/4/1977,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Passed                        ,NA,NA,NA
19,1977,"The Disputed Elections (Prime Minister and Speaker) Bill, 1977                                                                                                                                          ",NA,5/4/1977,5/4/1977,7/4/1977,7/4/1977,11/4/1977,11/4/1977,123,123,18-04-1977,4/18/1977,-77,0,16,Financial Bill,Passed                        ,NA,NA,NA
20,1977,"The Constitution (Forty-third Amendment) Bill, 1977                                                                                                                                                     ",NA,7/4/1977,7/4/1977,NA,NA,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,NA,NA,NA,NA
47,1977,"The Additional Emolument (Compulsory Deposit) Amendment Bill, 1977                                                                                                                                      ",NA,11/6/1977,11/6/1977,18-06-1977,6/18/1977,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Passed                        ,NA,NA,NA
48,1977,"The Finance (No.2) Bill, 1977                                                                                                                                                                           ",NA,17-06-1977,6/17/1977,18-07-1977,7/18/1977,28-07-1977,7/28/1977,10,10,8/8/1977,8/8/1977,21,21,29,Money Bill,Passed                        ,NA,NA,NA
49,1977,"The National Highways (Amendment) Bill, 1977                                                                                                                                                            ",NA,18-06-1977,6/18/1977,19-07-1977,7/19/1977,2/8/1977,2/8/1977,-161,0,12/8/1977,12/8/1977,142,142,30,Financial Bill,Passed                        ,NA,NA,NA
50,1977,"The Presidential and Vice-Presidential Elections (Amendment) Bill, 1977                                                                                                                                 ",NA,16-06-1977,6/16/1977,18-06-1977,6/18/1977,28-06-1977,6/28/1977,10,10,5/7/1977,5/7/1977,-42,0,20,Ordinary Bill,Passed                        ,NA,NA,NA
51,1977,"The Cardamom (Amendment) Bill, 1977                                                                                                                                                                     ",NA,22-06-1977,6/22/1977,22-06-1977,6/22/1977,28-07-1977,7/28/1977,36,36,2/8/1977,2/8/1977,-134,0,26,Money Bill,Passed                        ,NA,NA,NA
52,1977,"The Appropriation (Railways) No.2 Bill, 1977                                                                                                                                                            ",RAILWAYS,17-06-1977,6/17/1977,17-07-1977,7/17/1977,20-07-1977,7/20/1977,3,3,23-07-1977,7/23/1977,6,6,18,Money Bill,Passed                        ,NA,NA,NA
53,1977,"The Payment of Wages (Amendment) Bill, 1977                                                                                                                                                             ",LABOUR,20-06-1977,6/20/1977,23-06-1977,6/23/1977,28-06-1977,6/28/1977,5,5,30-06-1977,6/30/1977,7,7,19,Ordinary Bill,Passed                        ,NA,NA,NA
54,1977,"The Appropriaiton (No. 3) Bill, 1977.                                                                                                                                                                   ",NA,25-07-1977,7/25/1977,25-07-1977,7/25/1977,3/8/1977,3/8/1977,-139,0,6/8/1977,6/8/1977,-47,0,28,Money Bill,Passed                        ,NA,NA,NA
55,1977,"The Yoga Undertakings (Taking Over of Management) Bill, 1977.                                                                                                                                           ",NA,22-06-1977,6/22/1977,25-06-1977,6/25/1977,28-06-1977,6/28/1977,3,3,5/7/1977,5/7/1977,-49,0,21,Financial Bill,Passed                        ,NA,NA,NA
66,1977,"The Appropriation (No. 2) Bill, 1977.                                                                                                                                                                   ",NA,14-07-1977,7/14/1977,14-07-1977,7/14/1977,21-07-1977,7/21/1977,7,7,23-07-1977,7/23/1977,9,9,22,Money Bill,Passed                        ,NA,NA,NA
